EmployeeID,FullName,Department,Location,IsRemote
337,Ashley_All,Operations,London,True
338,Ashley_Cam,Finance,Portsmouth,False
339,Paul_Hal,Operations,Remote,False
340,James_Jac,Marketing,London,False
341,Jessica_Hal,Operations,Remote,False
342,Emily_Ada_342,Sales,Isle of Wight,False
343,Barbara_Gar_343,HR,London,False
344,Andrew_Gon,Legal,London,False
345,Margaret_Bro,Finance,Isle of Wight,False
346,Betty_Lee,IT,Portsmouth,True
347,Lisa_Dav,Sales,Southampton,False
348,Mark_Mar,Marketing,Portsmouth,True
349,Betty_And,Marketing,Remote,False
350,Thomas_Rob,IT,Isle of Wight,False
351,Mary_Har,Finance,Isle of Wight,False
352,Susan_Rod,Legal,Southampton,True
353,Ashley_Moo,Marketing,Portsmouth,False
354,Matthew_Gon,IT,Southampton,True
355,David_Hal_355,Marketing,Portsmouth,False
356,Donna_Ram,IT,Isle of Wight,False
357,Mark_San,Finance,Southampton,True
358,Mary_Tay,Legal,Southampton,True
359,Christopher_Gre,IT,Isle of Wight,True
360,Emily_Car_360,HR,Portsmouth,True
361,William_Nel_361,Operations,Isle of Wight,False
362,Susan_Rob,IT,London,False
363,Sandra_Gre,Sales,Portsmouth,True
364,Nancy_Tay,Legal,London,True
365,Kimberly_Bro_365,Finance,Portsmouth,True
366,Paul_Whi_366,Operations,Portsmouth,True
367,Susan_Tho,Legal,Southampton,False
368,Susan_Cla,Sales,London,False
369,Jessica_Ram,IT,Remote,False
370,Jennifer_Jac,IT,Isle of Wight,True
371,Michael_Hil,IT,Remote,False
372,Mark_Dav,Legal,London,False
373,Susan_Her,IT,London,False
374,Donald_Hal,Finance,Isle of Wight,True
375,William_Wri,Operations,Portsmouth,False
376,John_Kin,Sales,Southampton,True
377,Mary_Jon,Legal,Southampton,True
378,Sandra_Dav,Legal,Remote,False
379,Joshua_Tor,Sales,Isle of Wight,False
380,Patricia_Wil,HR,Southampton,True
381,Matthew_Jac,HR,Southampton,True
382,Sarah_Rod,Operations,Remote,False
383,Mary_Dav,Sales,Remote,False
384,Susan_Dav,Marketing,London,True
385,Sarah_Har,Operations,Southampton,False
386,Sandra_Jon_386,Finance,London,True
387,Michael_Bro,Finance,Isle of Wight,True
388,Kimberly_Har,IT,Southampton,False
389,Thomas_Hil,Operations,Portsmouth,False
390,Nancy_Jac,Sales,London,True
391,Paul_Ada,Sales,Portsmouth,False
392,Jennifer_Wil,Sales,Southampton,True
393,Ashley_Joh,Operations,Southampton,False
394,Jennifer_Cam_394,Marketing,Portsmouth,True
395,Anthony_Per,IT,Southampton,False
396,Mark_Kin,Operations,London,False
397,Robert_Tho,Marketing,Southampton,True
398,Thomas_Hil_398,Finance,London,False
399,Matthew_Her,Legal,Southampton,True
400,Linda_Hil_400,Operations,London,True
401,Anthony_Wal,IT,Southampton,False
402,Kimberly_Nel,Operations,Isle of Wight,True
403,Mary_Bak,HR,London,False
404,Elizabeth_Kin_404,IT,Southampton,False
405,Joshua_Lop,HR,Remote,False
406,Charles_Car,Marketing,Isle of Wight,True
407,Mary_Tho,Sales,Isle of Wight,True
408,William_Bro,Marketing,Remote,False
409,Lisa_Joh_409,HR,Southampton,True
410,Jessica_Gon,Marketing,Remote,True
411,Donna_Lew,Legal,Remote,False
412,Paul_Kin,Legal,Southampton,True
413,Christopher_All,Marketing,Portsmouth,False
414,Nancy_Flo,Legal,Isle of Wight,False
415,Nancy_Ngu,IT,Southampton,True
416,Daniel_Smi,Sales,Southampton,False
417,Jennifer_Tor,HR,London,True
418,Mark_Wri,IT,Southampton,False
419,Jennifer_All,Marketing,Southampton,True
420,Steven_Joh,Operations,Isle of Wight,True
421,Elizabeth_Flo_421,IT,Remote,False
422,Michelle_Rod_422,Sales,Remote,True
423,Steven_Har,Sales,Portsmouth,False
424,Jessica_Car,Finance,Isle of Wight,True
425,Michelle_Mar,Legal,Remote,False
426,Andrew_Mil,Marketing,London,True
427,Ashley_Rod,Finance,Southampton,False
428,Michelle_Lee,Marketing,Isle of Wight,False
429,Richard_Gon,Legal,Remote,False
430,Kimberly_Mar,IT,London,True
431,Richard_Mit,HR,Remote,False
432,Charles_San,Operations,Southampton,False
433,Joseph_Hal,Legal,Remote,True
434,Elizabeth_Tor,IT,London,False
435,Betty_Mit,HR,Isle of Wight,False
436,Christopher_Rod_436,IT,Southampton,True
437,Emily_Jac,Finance,Remote,False
438,Anthony_Tay,Operations,London,True
439,Christopher_Flo_439,Operations,Isle of Wight,False
440,Steven_Bak,Operations,Portsmouth,False
441,Joshua_And,Sales,Isle of Wight,False
442,Charles_Rob_442,Marketing,Portsmouth,True
443,Kimberly_Ngu,HR,Portsmouth,True
444,Karen_San,Legal,Remote,False
445,Susan_Per,Marketing,Portsmouth,False
446,Nancy_Wri_446,Finance,Remote,True
447,David_Rod,Legal,Southampton,False
448,Richard_Joh,IT,Southampton,False
449,Kimberly_Hal,Sales,Remote,True
450,Anthony_Moo,Marketing,Southampton,True
451,Mary_Tho_451,IT,Portsmouth,False
452,Michelle_Flo,Marketing,Southampton,False
453,James_Lew_453,Finance,London,False
454,Donna_Rob,HR,Southampton,True
455,Betty_Hal,Marketing,London,True
456,James_Gon,Finance,Portsmouth,True
457,Betty_Ram,Sales,Southampton,False
458,James_Bro,IT,Isle of Wight,True
459,James_Car,Sales,Remote,True
460,Mark_Flo,Finance,London,True
461,Mary_Bak_461,IT,London,False
462,Patricia_Lee,IT,Portsmouth,False
463,Thomas_Hil_463,Finance,Isle of Wight,False
464,Robert_Joh,HR,London,True
465,Betty_Bak,IT,Southampton,True
466,Nancy_Wil,Legal,Remote,False
467,Barbara_Tho,Marketing,Southampton,False
468,Robert_Gre,HR,Portsmouth,True
469,Anthony_Tor_469,Finance,Isle of Wight,True
470,Margaret_Gre,Finance,Southampton,False
471,Jennifer_Tho_471,Sales,Remote,False
472,Elizabeth_Cam,Finance,Southampton,False
473,Jennifer_Rob,Sales,Isle of Wight,False
474,Mark_Wil,IT,London,False
475,Donna_Rob_475,Marketing,Remote,True
476,Barbara_Per_476,HR,London,False
477,Margaret_Tay,Operations,Remote,True
478,John_Ram_478,Finance,Southampton,True
479,Richard_Flo_479,IT,London,True
480,John_Flo,HR,London,False
481,Lisa_Flo_481,Finance,Portsmouth,False
482,Margaret_Mil_482,Legal,Remote,True
483,Joshua_Tho_483,Legal,Isle of Wight,False
484,James_San,HR,Remote,True
485,Patricia_Rod,Operations,Isle of Wight,False
486,Paul_Wil_486,IT,Isle of Wight,False
487,Linda_And,Operations,Isle of Wight,False
488,Jennifer_Per,Operations,Isle of Wight,False
489,Steven_Mar,HR,Portsmouth,True
490,Sarah_Lop,IT,London,True
491,Donna_Gon,Sales,London,False
492,Emily_Tay,Operations,Southampton,False
493,Elizabeth_Wil_493,Marketing,Isle of Wight,False
494,Karen_Tor,Finance,London,False
495,Karen_Lop,Legal,Southampton,True
496,Paul_Tay,IT,London,True
497,Michelle_Har_497,Sales,Remote,False
498,Susan_Moo,Legal,Portsmouth,False
499,Patricia_Dav_499,Operations,Remote,False
500,Thomas_Cam,IT,London,False
501,Richard_Smi,Marketing,London,False
502,Richard_Mar_502,HR,Southampton,True
503,Kimberly_Jac,IT,Isle of Wight,True
504,Jennifer_Sco,HR,Southampton,True
505,Ashley_Nel,Operations,Remote,True
506,Michael_Har,IT,Isle of Wight,True
507,Matthew_Lee,Finance,Remote,False
508,Elizabeth_All_508,Sales,London,True
509,Ashley_Nel_509,Marketing,London,False
510,Joshua_Dav,Legal,London,False
511,Paul_Lew_511,IT,Portsmouth,False
512,Michael_Bak,HR,London,True
513,Patricia_Ada,Legal,Portsmouth,True
514,Barbara_Moo,Marketing,Remote,False
515,Emily_Ada_515,IT,London,False
516,Joseph_Riv_516,Operations,Isle of Wight,False
517,Elizabeth_Mar,Finance,Isle of Wight,False
518,Joseph_Rob,Sales,Isle of Wight,True
519,Nancy_Cla,Finance,London,True
520,Matthew_Wil,HR,London,True
521,Michael_Mit,HR,Isle of Wight,True
522,Paul_All,Legal,London,True
523,Barbara_Wri,Operations,London,False
524,Matthew_Cam,Finance,Remote,True
525,Robert_Ram,Finance,Portsmouth,False
526,Paul_Hil,Legal,Southampton,False
527,William_Flo,Legal,London,True
528,Steven_Wri,Marketing,Remote,False
529,Donna_Tay,Sales,London,False
530,Betty_Lop,HR,Southampton,False
531,William_Mit,HR,Portsmouth,False
532,Mary_Ngu,HR,London,True
533,Donna_Her,IT,London,True
534,Michael_Wil,Marketing,London,True
535,Robert_Smi,Finance,Portsmouth,True
536,Matthew_Jac_536,HR,Portsmouth,True
537,Sarah_Flo,IT,London,False
538,Anthony_Gar,Legal,Isle of Wight,False
539,Margaret_Nel,Marketing,Portsmouth,True
540,Michael_Ngu,Sales,Isle of Wight,True
541,Ashley_San,HR,Portsmouth,True
542,James_Jon,Legal,Isle of Wight,False
543,Lisa_Per_543,IT,Portsmouth,False
544,Steven_Lee,Sales,London,False
545,Steven_Mit,Sales,Isle of Wight,True
546,Joseph_Mar_546,Operations,London,False
547,Karen_Bak_547,Legal,Isle of Wight,True
548,Margaret_Wil,Sales,Isle of Wight,False
549,Jessica_Ada,Marketing,London,True
550,Steven_Smi,Sales,Southampton,True
551,Elizabeth_Joh,Finance,Portsmouth,True
552,Nancy_Lop,HR,Portsmouth,True
553,David_Ada,IT,Portsmouth,False
554,Sandra_Tay_554,Legal,Remote,True
555,Mary_Jac,Sales,Isle of Wight,False
556,Margaret_Flo,HR,Portsmouth,True
557,Nancy_Mar_557,IT,Southampton,False
558,Karen_Rob,Sales,Portsmouth,False
559,Donald_Lop,Finance,Remote,True
560,Paul_Har_560,Sales,Southampton,True
561,Mark_Tay,IT,London,True
562,Patricia_Tor,Sales,London,True
563,Joseph_Wil_563,Marketing,Isle of Wight,True
564,Donald_Ngu,Operations,London,True
565,Patricia_Ngu,HR,Remote,False
566,Ashley_Tho,Legal,London,True
567,Christopher_Rob,HR,Remote,False
568,Jessica_All,IT,Southampton,True
569,Jennifer_Sco_569,Marketing,Southampton,False
570,Mark_Mar_570,Marketing,Remote,True
571,Lisa_Gar,Operations,Remote,True
572,Robert_Hal_572,IT,London,True
573,Mark_Gre_573,Sales,Portsmouth,False
574,David_Riv,Legal,London,True
575,Mary_Joh,IT,Portsmouth,True
576,Michelle_Kin,HR,Remote,False
577,Mary_Cla,Marketing,Isle of Wight,True
578,Margaret_Tay_578,Marketing,Southampton,False
579,Sandra_Flo,Sales,Portsmouth,False
580,Robert_Riv,Marketing,London,True
581,Sandra_Flo_581,IT,Southampton,False
582,Daniel_Mit_582,Sales,Isle of Wight,True
583,John_And,Legal,Remote,True
584,Ashley_Jon,Finance,Remote,False
585,Emily_Mar,IT,Remote,True
586,John_Jon,Finance,Portsmouth,True
587,Joshua_Mar,Marketing,Southampton,True
588,Donna_Lop,Finance,Remote,True
589,Joshua_Rob_589,Operations,Portsmouth,True
590,Patricia_Moo,Operations,Portsmouth,False
591,Joshua_Mit,IT,London,False
592,Linda_Joh,Operations,Southampton,False
593,Thomas_Cla_593,Legal,Southampton,True
594,Barbara_Nel,IT,London,False
595,John_Mar_595,IT,Southampton,True
596,Joseph_And,HR,Southampton,False
597,Betty_Joh,IT,Portsmouth,False
598,William_Ram,Finance,Southampton,True
599,Michelle_Sco,HR,Isle of Wight,True
600,John_All,IT,Portsmouth,False
601,Sandra_Smi,Legal,Portsmouth,False
602,Daniel_Rob,IT,Southampton,False
603,Richard_Bak,IT,Remote,True
604,Thomas_Her,HR,Isle of Wight,False
605,Anthony_Rob,HR,Remote,False
606,Matthew_Flo_606,HR,Remote,False
607,John_Tho_607,Operations,Remote,False
608,Robert_Tho_608,Legal,Southampton,True
609,Donna_Har,IT,Remote,True
610,Richard_Wri,Marketing,Remote,False
611,Joseph_Mit,Finance,Remote,True
612,Susan_Wil_612,Sales,London,False
613,Joshua_San,Legal,Remote,True
614,Karen_San_614,Operations,London,False
615,Kimberly_Rob_615,Operations,London,False
616,Betty_Gar,Finance,Portsmouth,True
617,Karen_Jac,HR,Remote,False
618,Robert_Wal_618,IT,Isle of Wight,False
619,Linda_Mit,HR,Isle of Wight,False
620,Daniel_Tay,IT,London,True
621,Elizabeth_Jon,Legal,London,True
622,Paul_Hal_622,Sales,Southampton,False
623,Charles_Wri,Operations,Isle of Wight,False
624,Emily_Jac_624,Legal,Southampton,True
625,Charles_Hil,HR,Remote,False
626,Nancy_Nel_626,IT,London,False
627,James_Hil,Operations,Isle of Wight,True
628,Kimberly_Rob_628,Operations,Southampton,False
629,Michelle_Ram,Marketing,Remote,False
630,Charles_Lew_630,HR,Isle of Wight,True
631,Paul_Whi_631,Operations,Portsmouth,False
632,Mary_Sco,IT,Remote,False
633,Daniel_Dav,Marketing,Portsmouth,False
634,Michael_Moo,HR,Portsmouth,True
635,Paul_Har_635,Legal,London,False
636,David_Her,Legal,London,False
637,Thomas_Tay_637,IT,London,True
638,Donald_Cla,Finance,Southampton,False
639,Michael_Rod,Finance,Remote,False
640,Lisa_Bro,HR,Isle of Wight,False
641,Susan_Lee,Operations,London,True
642,Christopher_You,Finance,Portsmouth,True
643,Donald_Mil,Sales,London,True
644,Betty_Mil,Marketing,Southampton,False
645,Andrew_Lop,Sales,London,False
646,Lisa_Bak,HR,Portsmouth,True
